concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000005555	Hematology and internal oncology D	Observation	Outpatient charge	OUT charge code		21005920	2012-01-01	2099-12-31	
2000005556	Endocrinology	Observation	Outpatient charge	OUT charge code		21006000	2012-01-01	2099-12-31	
2000005557	Endocrinology/gastroenterology	Observation	Outpatient charge	OUT charge code		21006070	2012-01-01	2099-12-31	
2000005558	Endocrinology/pediatrics	Observation	Outpatient charge	OUT charge code		21006100	2012-01-01	2099-12-31	
2000005559	Endocrinology B	Observation	Outpatient charge	OUT charge code		21006900	2012-01-01	2099-12-31	
2000005560	Endocrinology C	Observation	Outpatient charge	OUT charge code		21006910	2012-01-01	2099-12-31	
2000005561	Endocrinology D	Observation	Outpatient charge	OUT charge code		21006920	2012-01-01	2099-12-31	
2000005562	Gastroenterology	Observation	Outpatient charge	OUT charge code		21007000	2012-01-01	2099-12-31	
2000005563	Gastroenterology/endocrinology	Observation	Outpatient charge	OUT charge code		21007060	2012-01-01	2099-12-31	
2000005564	Gastroenterology/pediatrics	Observation	Outpatient charge	OUT charge code		21007100	2012-01-01	2099-12-31	
2000005565	Gastroenterology B	Observation	Outpatient charge	OUT charge code		21007900	2012-01-01	2099-12-31	
2000005566	Gastroenterology C	Observation	Outpatient charge	OUT charge code		21007910	2012-01-01	2099-12-31	
2000005567	Gastroenterology D	Observation	Outpatient charge	OUT charge code		21007920	2012-01-01	2099-12-31	
2000005568	Pneumology	Observation	Outpatient charge	OUT charge code		21008000	2012-01-01	2099-12-31	
2000005569	Pneumology B	Observation	Outpatient charge	OUT charge code		21008900	2012-01-01	2099-12-31	
2000005570	Pneumology C	Observation	Outpatient charge	OUT charge code		21008910	2012-01-01	2099-12-31	
2000005571	Pneumology D	Observation	Outpatient charge	OUT charge code		21008920	2012-01-01	2099-12-31	
2000005572	Rheumatology	Observation	Outpatient charge	OUT charge code		21009000	2012-01-01	2099-12-31	
2000005573	Rheumatology/pediatrics	Observation	Outpatient charge	OUT charge code		21009100	2012-01-01	2099-12-31	
2000005574	Rheumatology B	Observation	Outpatient charge	OUT charge code		21009900	2012-01-01	2099-12-31	
2000005575	Rheumatology C	Observation	Outpatient charge	OUT charge code		21009910	2012-01-01	2099-12-31	
2000005576	Rheumatology D	Observation	Outpatient charge	OUT charge code		21009920	2012-01-01	2099-12-31	
2000005577	Pediatrics	Observation	Outpatient charge	OUT charge code		21010000	2012-01-01	2099-12-31	
2000005578	Pediatrics/nephrology	Observation	Outpatient charge	OUT charge code		21010040	2012-01-01	2099-12-31	
2000005579	Pediatrics/hematology and internal oncology	Observation	Outpatient charge	OUT charge code		21010050	2012-01-01	2099-12-31	
2000005580	Pediatrics/endocrinology	Observation	Outpatient charge	OUT charge code		21010060	2012-01-01	2099-12-31	
2000005581	Pediatrics/gastroenterology	Observation	Outpatient charge	OUT charge code		21010070	2012-01-01	2099-12-31	
2000005582	Pediatrics/rheumatology	Observation	Outpatient charge	OUT charge code		21010090	2012-01-01	2099-12-31	
2000005583	Pediatrics/pediatric cardiology	Observation	Outpatient charge	OUT charge code		21010110	2012-01-01	2099-12-31	
2000005584	Pediatrics/neonatology	Observation	Outpatient charge	OUT charge code		21010120	2012-01-01	2099-12-31	
2000005585	Pediatrics/pulmonary and bronchial medicine	Observation	Outpatient charge	OUT charge code		21010140	2012-01-01	2099-12-31	
2000005586	Pediatrics/pediatric neurology	Observation	Outpatient charge	OUT charge code		21010280	2012-01-01	2099-12-31	
2000005587	Pediatrics/perinatal medicine	Observation	Outpatient charge	OUT charge code		21010500	2012-01-01	2099-12-31	
2000005588	Long term range children	Observation	Outpatient charge	OUT charge code		21010510	2012-01-01	2099-12-31	
2000005589	Pediatrics B	Observation	Outpatient charge	OUT charge code		21010900	2012-01-01	2099-12-31	
2000005590	Pediatrics C	Observation	Outpatient charge	OUT charge code		21010910	2012-01-01	2099-12-31	
2000005591	Pediatrics D	Observation	Outpatient charge	OUT charge code		21010920	2012-01-01	2099-12-31	
2000005592	Pediatric cardiology	Observation	Outpatient charge	OUT charge code		21011000	2012-01-01	2099-12-31	
2000005593	Pediatric cardiology/intensive care medicine	Observation	Outpatient charge	OUT charge code		21011360	2012-01-01	2099-12-31	
2000005594	Pediatric cardiology B	Observation	Outpatient charge	OUT charge code		21011900	2012-01-01	2099-12-31	
2000005595	Pediatric cardiology C	Observation	Outpatient charge	OUT charge code		21011910	2012-01-01	2099-12-31	
2000005596	Pediatric cardiology D	Observation	Outpatient charge	OUT charge code		21011920	2012-01-01	2099-12-31	
2000005597	Neonatology	Observation	Outpatient charge	OUT charge code		21012000	2012-01-01	2099-12-31	
2000005598	Neonatology B	Observation	Outpatient charge	OUT charge code		21012900	2012-01-01	2099-12-31	
2000005599	Neonatology C	Observation	Outpatient charge	OUT charge code		21012910	2012-01-01	2099-12-31	
2000005600	Neonatology D	Observation	Outpatient charge	OUT charge code		21012920	2012-01-01	2099-12-31	
2000005601	Pediatric surgery	Observation	Outpatient charge	OUT charge code		21013000	2012-01-01	2099-12-31	
2000005602	Pediatric surgery B	Observation	Outpatient charge	OUT charge code		21013900	2012-01-01	2099-12-31	
2000005603	Pediatric surgery C	Observation	Outpatient charge	OUT charge code		21013910	2012-01-01	2099-12-31	
2000005604	Pediatric surgery D	Observation	Outpatient charge	OUT charge code		21013920	2012-01-01	2099-12-31	
2000005605	Pulmonary and bronchial medicine	Observation	Outpatient charge	OUT charge code		21014000	2012-01-01	2099-12-31	
2000005606	Pulmonary and bronchial medicine/pediatrics	Observation	Outpatient charge	OUT charge code		21014100	2012-01-01	2099-12-31	
2000005607	Pulmonary and bronchial medicine B	Observation	Outpatient charge	OUT charge code		21014900	2012-01-01	2099-12-31	
2000005608	Pulmonary and bronchial medicine C	Observation	Outpatient charge	OUT charge code		21014910	2012-01-01	2099-12-31	
2000005609	Pulmonary and bronchial medicine D	Observation	Outpatient charge	OUT charge code		21014920	2012-01-01	2099-12-31	
2000005610	General surgery	Observation	Outpatient charge	OUT charge code		21015000	2012-01-01	2099-12-31	
2000011843	General surgery, medical service	Observation	Outpatient charge	OUT charge code		21015001	2012-01-01	2099-12-31	
2000005611	General surgery/pediatric surgery	Observation	Outpatient charge	OUT charge code		21015130	2012-01-01	2099-12-31	
2000005612	General surgery/trauma surgery	Observation	Outpatient charge	OUT charge code		21015160	2012-01-01	2099-12-31	
2000005613	General surgery/vascular surgery	Observation	Outpatient charge	OUT charge code		21015180	2012-01-01	2099-12-31	
2000011045	General surgery/vascular surgery, medical service	Observation	Outpatient charge	OUT charge code		21015181	2012-01-01	2099-12-31	
2000005614	General surgery/plastic surgery	Observation	Outpatient charge	OUT charge code		21015190	2012-01-01	2099-12-31	
2000005615	General surgery/thoracic surgery	Observation	Outpatient charge	OUT charge code		21015200	2012-01-01	2099-12-31	
2000005616	Surgery/orthopaedics	Observation	Outpatient charge	OUT charge code		21015230	2012-01-01	2099-12-31	
2000005617	General surgery/intensive care medicine (§ 13 (2) sentence 3 2nd half sentence BPflV)	Observation	Outpatient charge	OUT charge code		21015360	2012-01-01	2099-12-31	
2000005618	General surgery/abdominal and vascular surgery	Observation	Outpatient charge	OUT charge code		21015500	2012-01-01	2099-12-31	
2000005619	General surgery/hand surgery	Observation	Outpatient charge	OUT charge code		21015510	2012-01-01	2099-12-31	
2000005620	General surgery B	Observation	Outpatient charge	OUT charge code		21015900	2012-01-01	2099-12-31	
2000005621	General surgery C	Observation	Outpatient charge	OUT charge code		21015910	2012-01-01	2099-12-31	
2000005622	General surgery D	Observation	Outpatient charge	OUT charge code		21015920	2012-01-01	2099-12-31	
2000005623	Trauma surgery	Observation	Outpatient charge	OUT charge code		21016000	2012-01-01	2099-12-31	
2000005624	Trauma surgery B	Observation	Outpatient charge	OUT charge code		21016900	2012-01-01	2099-12-31	
2000005625	Trauma surgery C	Observation	Outpatient charge	OUT charge code		21016910	2012-01-01	2099-12-31	
2000005626	Trauma surgery D	Observation	Outpatient charge	OUT charge code		21016920	2012-01-01	2099-12-31	
2000005627	Neurosurgery	Observation	Outpatient charge	OUT charge code		21017000	2012-01-01	2099-12-31	
2000005628	Neurosurgery B	Observation	Outpatient charge	OUT charge code		21017900	2012-01-01	2099-12-31	
2000005629	Neurosurgery C	Observation	Outpatient charge	OUT charge code		21017910	2012-01-01	2099-12-31	
2000005630	Neurosurgery D	Observation	Outpatient charge	OUT charge code		21017920	2012-01-01	2099-12-31	
2000005631	Vascular surgery	Observation	Outpatient charge	OUT charge code		21018000	2012-01-01	2099-12-31	
2000005632	Vascular surgery B	Observation	Outpatient charge	OUT charge code		21018900	2012-01-01	2099-12-31	
2000005633	Vascular surgery C	Observation	Outpatient charge	OUT charge code		21018910	2012-01-01	2099-12-31	
2000005634	Vascular surgery D	Observation	Outpatient charge	OUT charge code		21018920	2012-01-01	2099-12-31	
2000005635	Plastic surgery	Observation	Outpatient charge	OUT charge code		21019000	2012-01-01	2099-12-31	
2000005636	Plastic surgery B	Observation	Outpatient charge	OUT charge code		21019900	2012-01-01	2099-12-31	
2000005637	Plastic surgery C	Observation	Outpatient charge	OUT charge code		21019910	2012-01-01	2099-12-31	
2000005638	Plastic surgery D	Observation	Outpatient charge	OUT charge code		21019920	2012-01-01	2099-12-31	
2000005639	Thoracic surgery	Observation	Outpatient charge	OUT charge code		21020000	2012-01-01	2099-12-31	
2000005640	Thoracic surgery/cardiac surgery	Observation	Outpatient charge	OUT charge code		21020210	2012-01-01	2099-12-31	
2000005641	Thoracic surgery/intensive care medicine	Observation	Outpatient charge	OUT charge code		21020360	2012-01-01	2099-12-31	
2000005642	Thoracic surgery/cardiac surgery intensive care medicine	Observation	Outpatient charge	OUT charge code		21020500	2012-01-01	2099-12-31	
2000005643	Thoracic surgery B	Observation	Outpatient charge	OUT charge code		21020900	2012-01-01	2099-12-31	
2000005644	Thoracic surgery C	Observation	Outpatient charge	OUT charge code		21020910	2012-01-01	2099-12-31	
2000005645	Thoracic surgery D	Observation	Outpatient charge	OUT charge code		21020920	2012-01-01	2099-12-31	
2000005646	Cardiac surgery	Observation	Outpatient charge	OUT charge code		21021000	2012-01-01	2099-12-31	
2000011046	Cardiac surgery, medical service	Observation	Outpatient charge	OUT charge code		21021001	2012-01-01	2099-12-31	
2000005647	Cardiac surgery/vascular surgery	Observation	Outpatient charge	OUT charge code		21021180	2012-01-01	2099-12-31	
2000005648	Cardiac surgery/thoracic surgery	Observation	Outpatient charge	OUT charge code		21021200	2012-01-01	2099-12-31	
2000005649	Cardiac surgery/intensive care medicine (§ 13 (2) sentence 3 2nd half sentence BPflV)	Observation	Outpatient charge	OUT charge code		21021360	2012-01-01	2099-12-31	
2000005650	Cardiac surgery/thoracic surgery intensive care medicine	Observation	Outpatient charge	OUT charge code		21021500	2012-01-01	2099-12-31	
2000005651	Cardiac surgery B	Observation	Outpatient charge	OUT charge code		21021900	2012-01-01	2099-12-31	
2000005652	Cardiac surgery C	Observation	Outpatient charge	OUT charge code		21021910	2012-01-01	2099-12-31	
2000005653	Cardiac surgery D	Observation	Outpatient charge	OUT charge code		21021920	2012-01-01	2099-12-31	
2000005654	Urology	Observation	Outpatient charge	OUT charge code		21022000	2012-01-01	2099-12-31	
2000011047	Urology, medical service	Observation	Outpatient charge	OUT charge code		21022001	2012-01-01	2099-12-31	
2000005655	Urology B	Observation	Outpatient charge	OUT charge code		21022900	2012-01-01	2099-12-31	
2000005656	Urology C	Observation	Outpatient charge	OUT charge code		21022910	2012-01-01	2099-12-31	
2000005657	Urology D	Observation	Outpatient charge	OUT charge code		21022920	2012-01-01	2099-12-31	
2000005658	Orthopedics	Observation	Outpatient charge	OUT charge code		21023000	2012-01-01	2099-12-31	
2000011048	Orthopedics, medical service	Observation	Outpatient charge	OUT charge code		21023001	2012-01-01	2099-12-31	
2000005659	Orthopedics/rheumatology	Observation	Outpatient charge	OUT charge code		21023090	2012-01-01	2099-12-31	
2000005660	Orthopedics/surgery	Observation	Outpatient charge	OUT charge code		21023150	2012-01-01	2099-12-31	
2000005661	Orthopedics and trauma surgery	Observation	Outpatient charge	OUT charge code		21023160	2012-01-01	2099-12-31	
2000005662	Orthopedics B	Observation	Outpatient charge	OUT charge code		21023900	2012-01-01	2099-12-31	
2000005663	Orthopedics C	Observation	Outpatient charge	OUT charge code		21023910	2012-01-01	2099-12-31	
2000005664	Orthopedics D	Observation	Outpatient charge	OUT charge code		21023920	2012-01-01	2099-12-31	
2000005665	Gynecology and obstetrics	Observation	Outpatient charge	OUT charge code		21024000	2012-01-01	2099-12-31	
2000011049	Gynecology and obstetrics, medical service	Observation	Outpatient charge	OUT charge code		21024001	2012-01-01	2099-12-31	
2000005666	Gynecology/geriatrics	Observation	Outpatient charge	OUT charge code		21024020	2012-01-01	2099-12-31	
2000005667	Gynecology/hematology and internal oncology	Observation	Outpatient charge	OUT charge code		21024050	2012-01-01	2099-12-31	
2000005668	Gynecology/endocrinology	Observation	Outpatient charge	OUT charge code		21024060	2012-01-01	2099-12-31	
2000005669	Gynecology 	Observation	Outpatient charge	OUT charge code		21024250	2012-01-01	2099-12-31	
2000005670	Gynecology and obstetrics B	Observation	Outpatient charge	OUT charge code		21024900	2012-01-01	2099-12-31	
2000005671	Gynecology and obstetrics C	Observation	Outpatient charge	OUT charge code		21024910	2012-01-01	2099-12-31	
2000005672	Gynecology and obstetrics D	Observation	Outpatient charge	OUT charge code		21024920	2012-01-01	2099-12-31	
2000005673	Obstetrics	Observation	Outpatient charge	OUT charge code		21025000	2012-01-01	2099-12-31	
2000005674	Obstetrics B	Observation	Outpatient charge	OUT charge code		21025900	2012-01-01	2099-12-31	
2000005675	Obstetrics C	Observation	Outpatient charge	OUT charge code		21025910	2012-01-01	2099-12-31	
2000005676	Obstetrics D	Observation	Outpatient charge	OUT charge code		21025920	2012-01-01	2099-12-31	
2000005677	Otorhinolaryngology	Observation	Outpatient charge	OUT charge code		21026000	2012-01-01	2099-12-31	
2000005678	Otorhinolaryngology B	Observation	Outpatient charge	OUT charge code		21026900	2012-01-01	2099-12-31	
2000005679	Otorhinolaryngology C	Observation	Outpatient charge	OUT charge code		21026910	2012-01-01	2099-12-31	
2000005680	Otorhinolaryngology D	Observation	Outpatient charge	OUT charge code		21026920	2012-01-01	2099-12-31	
2000005681	Ophthalmology	Observation	Outpatient charge	OUT charge code		21027000	2012-01-01	2099-12-31	
2000011050	Ophthalmology, medical service	Observation	Outpatient charge	OUT charge code		21027001	2012-01-01	2099-12-31	
2000005682	Ophthalmology B	Observation	Outpatient charge	OUT charge code		21027900	2012-01-01	2099-12-31	
2000011051	Ophthalmology B, medical service	Observation	Outpatient charge	OUT charge code		21027901	2012-01-01	2099-12-31	
2000005683	Ophthalmology C	Observation	Outpatient charge	OUT charge code		21027910	2012-01-01	2099-12-31	
2000005684	Ophthalmology D	Observation	Outpatient charge	OUT charge code		21027920	2012-01-01	2099-12-31	
2000005685	Neurology	Observation	Outpatient charge	OUT charge code		21028000	2012-01-01	2099-12-31	
2000005686	Neurology/pediatrics	Observation	Outpatient charge	OUT charge code		21028100	2012-01-01	2099-12-31	
2000005687	Neurology/stroke patients (stroke units, Article 7 § 1 (3) GKV-SolG)	Observation	Outpatient charge	OUT charge code		21028560	2012-01-01	2099-12-31	
2000005688	Neurology B	Observation	Outpatient charge	OUT charge code		21028900	2012-01-01	2099-12-31	
2000005689	Neurology C	Observation	Outpatient charge	OUT charge code		21028910	2012-01-01	2099-12-31	
2000005690	Neurology D	Observation	Outpatient charge	OUT charge code		21028920	2012-01-01	2099-12-31	
2000005691	General psychiatry	Observation	Outpatient charge	OUT charge code		21029000	2012-01-01	2099-12-31	
2000005692	General psychiatry/neurology	Observation	Outpatient charge	OUT charge code		21029280	2012-01-01	2099-12-31	
2000005693	General psychiatry/child and adolescent psychiatry	Observation	Outpatient charge	OUT charge code		21029300	2012-01-01	2099-12-31	
2000005694	General psychiatry/psychosomatics/psychotherapy	Observation	Outpatient charge	OUT charge code		21029310	2012-01-01	2099-12-31	
2000005695	General psychiatry/addiction treatment	Observation	Outpatient charge	OUT charge code		21029500	2012-01-01	2099-12-31	
2000005696	General psychiatry/gerontopsychiatry	Observation	Outpatient charge	OUT charge code		21029510	2012-01-01	2099-12-31	
2000005697	General psychiatry/forensic treatment	Observation	Outpatient charge	OUT charge code		21029520	2012-01-01	2099-12-31	
2000005698	General psychiatry/addiction treatment, day clinic	Observation	Outpatient charge	OUT charge code		21029530	2012-01-01	2099-12-31	
2000005699	General psychiatry/addiction treatment, night clinic	Observation	Outpatient charge	OUT charge code		21029540	2012-01-01	2099-12-31	
2000005700	General psychiatry/gerontopsychiatry, day clinic	Observation	Outpatient charge	OUT charge code		21029550	2012-01-01	2099-12-31	
2000005701	General psychiatry/gerontopsychiatry, night clinic	Observation	Outpatient charge	OUT charge code		21029560	2012-01-01	2099-12-31	
2000005702	General psychiatry/day clinic (for partial inpatient care rates)	Observation	Outpatient charge	OUT charge code		21029600	2012-01-01	2099-12-31	
2000005703	General psychiatry/night clinic (for partial inpatient care rates)	Observation	Outpatient charge	OUT charge code		21029610	2012-01-01	2099-12-31	
2000005704	General psychiatry B	Observation	Outpatient charge	OUT charge code		21029900	2012-01-01	2099-12-31	
2000005705	General psychiatry C	Observation	Outpatient charge	OUT charge code		21029910	2012-01-01	2099-12-31	
2000005706	General psychiatry D	Observation	Outpatient charge	OUT charge code		21029920	2012-01-01	2099-12-31	
2000005707	Child and adolescent psychiatry	Observation	Outpatient charge	OUT charge code		21030000	2012-01-01	2099-12-31	
2000005708	Child and adolescent psychiatry/day clinic (for partial inpatient care rates)	Observation	Outpatient charge	OUT charge code		21030600	2012-01-01	2099-12-31	
2000005768	Other department D	Observation	Outpatient charge	OUT charge code		21037920	2012-01-01	2099-12-31	
2000005709	Child and adolescent psychiatry/night clinic (for partial inpatient care rates)	Observation	Outpatient charge	OUT charge code		21030610	2012-01-01	2099-12-31	
2000005710	Child and adolescent psychiatry B	Observation	Outpatient charge	OUT charge code		21030900	2012-01-01	2099-12-31	
2000005711	Child and adolescent psychiatry C	Observation	Outpatient charge	OUT charge code		21030910	2012-01-01	2099-12-31	
