concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000004707	Early rehabilitation for diseases and disorders of the circulatory system, with specific OR procedure, except cardiothoracic procedures	Observation	Inpatient charge	INP charge code	<null>	8500F29Z	1970-01-01	2099-12-31	<null>
2000004708	Prolonged inpatient stay prior to transplantation for high urgency diseases and disorders of the circulatory system	Observation	Inpatient charge	INP charge code	<null>	8500F37Z	1970-01-01	2099-12-31	<null>
2000004709	Early rehabilitation for diseases and disorders of the circulatory system	Observation	Inpatient charge	INP charge code	<null>	8500F45Z	1970-01-01	2099-12-31	<null>
2000004710	Stem cell transfusion for diseases and disorders of the circulatory system	Observation	Inpatient charge	INP charge code	<null>	8500F96Z	1970-01-01	2099-12-31	<null>
2000004711	Early rehabilitation for diseases and disorders of the digestive organs	Observation	Inpatient charge	INP charge code	<null>	8500G51Z	1970-01-01	2099-12-31	<null>
2000004712	Prolonged inpatient stay before transplantation for high urgency diseases and disorders of the hepatobiliary system and pancreas	Observation	Inpatient charge	INP charge code	<null>	8500H37Z	1970-01-01	2099-12-31	<null>
2000004713	Early rehabilitation for diseases and disorders of the musculoskeletal system and connective tissue	Observation	Inpatient charge	INP charge code	<null>	8500I40Z	1970-01-01	2099-12-31	<null>
2000004714	Early rehabilitation with specific OR procedure for diseases and disorders of the musculoskeletal system and connective tissue, more than 20 days	Observation	Inpatient charge	INP charge code	<null>	8500I96Z	1970-01-01	2099-12-31	<null>
2000004715	Various interventions for diabetes mellitus with complications, with early rehabilitation or geriatric early rehabilitative complex treatment	Observation	Inpatient charge	INP charge code	<null>	8500K01Z	1970-01-01	2099-12-31	<null>
2000004716	Early rehabilitation for endocrine, nutritional and metabolic diseases	Observation	Inpatient charge	INP charge code	<null>	8500K43Z	1970-01-01	2099-12-31	<null>
2000004717	Sex reassignment surgery	Observation	Inpatient charge	INP charge code	<null>	8500U01Z	1970-01-01	2099-12-31	<null>
2000004718	Social and neuropediatric and pediatric-psychosomatic therapy for mental diseases and disorders	Observation	Inpatient charge	INP charge code	<null>	8500U41Z	1970-01-01	2099-12-31	<null>
2000004719	Multimodal pain management for mental illness and disorders, age < 19 years	Observation	Inpatient charge	INP charge code	<null>	8500U42A	1970-01-01	2099-12-31	<null>
2000004720	Psychosomatic therapy, age < 18 years	Observation	Inpatient charge	INP charge code	<null>	8500U43Z	1970-01-01	2099-12-31	<null>
2000004721	Polytrauma with ventilation > 72 hours or certain interventions or IntK > 392/368/552 expenditure points, with early rehabilitation	Observation	Inpatient charge	INP charge code	<null>	8500W01A	1970-01-01	2099-12-31	<null>
2000004722	Early rehabilitation in polytrauma with OR procedure	Observation	Inpatient charge	INP charge code	<null>	8500W05Z	1970-01-01	2099-12-31	<null>
2000004723	Early rehabilitation in polytrauma	Observation	Inpatient charge	INP charge code	<null>	8500W40Z	1970-01-01	2099-12-31	<null>
2000004724	Surgical procedures for severe burns or ventilation > 95 hours for burns or intensive care complex treatment > 1176/1104/1104 expense points for burns	Observation	Inpatient charge	INP charge code	<null>	8500Y01Z	1970-01-01	2099-12-31	<null>
2000004725	Severe burns	Observation	Inpatient charge	INP charge code	<null>	8500Y61Z	1970-01-01	2099-12-31	<null>
2000004726	Liver donation (living donation)	Observation	Inpatient charge	INP charge code	<null>	8500Z02Z	1970-01-01	2099-12-31	<null>
2000004727	Lung donation (living donation)	Observation	Inpatient charge	INP charge code	<null>	8500Z04Z	1970-01-01	2099-12-31	<null>
2000004728	Bone marrow collection from autologous donor	Observation	Inpatient charge	INP charge code	<null>	8500Z41Z	1970-01-01	2099-12-31	<null>
2000004729	Stem cell collection from foreign donor	Observation	Inpatient charge	INP charge code	<null>	8500Z42Z	1970-01-01	2099-12-31	<null>
2000004730	Bone marrow collection from foreign donor	Observation	Inpatient charge	INP charge code	<null>	8500Z43Z	1970-01-01	2099-12-31	<null>
2000004731	Annex 3b (partial inpatient) DRG fee catalog 2019 (per day)	Observation	Inpatient charge	INP charge Hierarchy	<null>	OMOP6000366	1970-01-01	2099-12-31	<null>
2000004732	Partial inpatient geriatric complex treatment, comprehensive treatment	Observation	Inpatient charge	INP charge code	<null>	8500A90A	1970-01-01	2099-12-31	<null>
2000004733	Partial inpatient geriatric complex treatment, basic treatment	Observation	Inpatient charge	INP charge code	<null>	8500A90B	1970-01-01	2099-12-31	<null>
2000004734	Renal failure, partial inpatient, age < 15 years	Observation	Inpatient charge	INP charge code	<null>	8500L90A	1970-01-01	2099-12-31	<null>
2000004735	Nationwide (partial inpatient, per day)	Observation	Inpatient charge	INP charge Hierarchy	<null>	OMOP6000367	1970-01-01	2099-12-31	<null>
2000004736	Daily flat rate (600,- EUR) according to §10 no. 1 FPV	Observation	Inpatient charge	INP charge code	<null>	85000000	1970-01-01	2099-12-31	<null>
2000004737	Day clinic early rehabilitation	Observation	Inpatient charge	INP charge code	<null>	85000001	1970-01-01	2099-12-31	<null>
2000004738	Partial inpatient sleep laboratory, diagnostics and mask adjustment, 1 night (split night)	Observation	Inpatient charge	INP charge code	<null>	85000002	1970-01-01	2099-12-31	<null>
2000004739	Partial inpatient sleep lab, mask therapy initiation, 1 night	Observation	Inpatient charge	INP charge code	<null>	85000003	1970-01-01	2099-12-31	<null>
2000004740	Day clinic oncology	Observation	Inpatient charge	INP charge code	<null>	85000004	1970-01-01	2099-12-31	<null>
2000004741	Partial inpatient sleep laboratory - night charge	Observation	Inpatient charge	INP charge code	<null>	85000005	1970-01-01	2099-12-31	<null>
2000004742	Day clinic pain therapy	Observation	Inpatient charge	INP charge code	<null>	85000006	1970-01-01	2099-12-31	<null>
2000004743	Partial inpatient oncology and hematology	Observation	Inpatient charge	INP charge code	<null>	85000007	1970-01-01	2099-12-31	<null>
2000004744	Day clinic pediatrics	Observation	Inpatient charge	INP charge code	<null>	85000008	1970-01-01	2099-12-31	<null>
2000004745	Day clinic diabetology	Observation	Inpatient charge	INP charge code	<null>	85000009	1970-01-01	2099-12-31	<null>
2000004746	Partial inpatient tumor therapy, gynecology, chemotherapy	Observation	Inpatient charge	INP charge code	<null>	85000011	1970-01-01	2099-12-31	<null>
2000004747	Partial inpatient tumor therapy, internal medicine, staging	Observation	Inpatient charge	INP charge code	<null>	85000012	1970-01-01	2099-12-31	<null>
2000004748	Partial inpatient tumor therapy, internal medicine, chemotherapy	Observation	Inpatient charge	INP charge code	<null>	85000013	1970-01-01	2099-12-31	<null>
2000004749	Day clinic neurosurgery	Observation	Inpatient charge	INP charge code	<null>	85000015	1970-01-01	2099-12-31	<null>
2000004750	Day clinic neurology	Observation	Inpatient charge	INP charge code	<null>	85000016	1970-01-01	2099-12-31	<null>
2000004751	Day clinic rheumatology and immunology	Observation	Inpatient charge	INP charge code	<null>	85000017	1970-01-01	2099-12-31	<null>
2000004752	Day clinic rheumatology and immunology - HIV	Observation	Inpatient charge	INP charge code	<null>	85000018	1970-01-01	2099-12-31	<null>
2000004753	Day clinic plasmapheresis	Observation	Inpatient charge	INP charge code	<null>	85000019	1970-01-01	2099-12-31	<null>
2000004754	Day clinic sleep laboratory	Observation	Inpatient charge	INP charge code	<null>	85000020	1970-01-01	2099-12-31	<null>
2000004755	Day clinic naturopathy	Observation	Inpatient charge	INP charge code	<null>	85000021	1970-01-01	2099-12-31	<null>
2000004756	Day clinic diabetology for children and adolescents	Observation	Inpatient charge	INP charge code	<null>	85000022	1970-01-01	2099-12-31	<null>
2000004757	Partial inpatient chemotherapy	Observation	Inpatient charge	INP charge code	<null>	85000023	1970-01-01	2099-12-31	<null>
2000004758	Day clinic photopheresis	Observation	Inpatient charge	INP charge code	<null>	85000024	1970-01-01	2099-12-31	<null>
2000004759	Partial inpatient immunoadsorption / plasmapheresis in inflammatory neurological diseases	Observation	Inpatient charge	INP charge code	<null>	85000025	1970-01-01	2099-12-31	<null>
2000004760	Partial inpatient interdisciplinary non-oncological diagnostics and therapy	Observation	Inpatient charge	INP charge code	<null>	85000026	1970-01-01	2099-12-31	<null>
2000004761	Partial inpatient tumor therapy, chemotherapy	Observation	Inpatient charge	INP charge code	<null>	85000027	1970-01-01	2099-12-31	<null>
2000004762	Partial inpatient tumor therapy, staging	Observation	Inpatient charge	INP charge code	<null>	85000028	1970-01-01	2099-12-31	<null>
2000004763	Partial inpatient pediatric cardiology	Observation	Inpatient charge	INP charge code	<null>	85000029	1970-01-01	2099-12-31	<null>
2000004764	Partial inpatient sleep treatment, elective cases for diagnostic polysomnography over one night	Observation	Inpatient charge	INP charge code	<null>	85000030	1970-01-01	2099-12-31	<null>
2000004765	Partial inpatient sleep treatment, elective admissions for polysomnography with pressure adjustment over one night	Observation	Inpatient charge	INP charge code	<null>	85000031	1970-01-01	2099-12-31	<null>
2000004766	Day clinic for nutritional and metabolic disorders	Observation	Inpatient charge	INP charge code	<null>	85000032	1970-01-01	2099-12-31	<null>
2000004767	Day clinic pediatric rheumatology	Observation	Inpatient charge	INP charge code	<null>	85000033	1970-01-01	2099-12-31	<null>
2000004768	Day clinic oncology, without administration of cytostatics	Observation	Inpatient charge	INP charge code	<null>	85000034	1970-01-01	2099-12-31	<null>
2000004769	Day clinic oncology, with cytostatic administration, OPS 8-542.* or 8-547.0	Observation	Inpatient charge	INP charge code	<null>	85000035	1970-01-01	2099-12-31	<null>
2000004770	Day clinic cardioversion	Observation	Inpatient charge	INP charge code	<null>	85000036	1970-01-01	2099-12-31	<null>
2000004771	Partial inpatient radiation oncology with regional deep hyperthermia, OPS 8-600.1	Observation	Inpatient charge	INP charge code	<null>	85000037	1970-01-01	2099-12-31	<null>
2000004772	Partial inpatient radiooncology with PBH Partial body hyperthermia in combination with chemotherapy and/or radiochemotherapy, OPS 8-601	Observation	Inpatient charge	INP charge code	<null>	85000038	1970-01-01	2099-12-31	<null>
2000004773	Day clinic cell apheresis	Observation	Inpatient charge	INP charge code	<null>	85000039	1970-01-01	2099-12-31	<null>
2000004774	Day clinic cell apheresis, second day of treatment	Observation	Inpatient charge	INP charge code	<null>	85000040	1970-01-01	2099-12-31	<null>
2000004775	Day clinic dermatology	Observation	Inpatient charge	INP charge code	<null>	85000041	1970-01-01	2099-12-31	<null>
2000004776	Partial inpatient bariatric surgery, follow-up control	Observation	Inpatient charge	INP charge code	<null>	85000042	1970-01-01	2099-12-31	<null>
2000004777	Partial inpatient pain therapy (CT-assisted facet filtration)	Observation	Inpatient charge	INP charge code	<null>	85000043	1970-01-01	2099-12-31	<null>
2000004778	Partial inpatient day clinic metabolic diseases (enzyme replacement therapy)	Observation	Inpatient charge	INP charge code	<null>	85000044	1970-01-01	2099-12-31	<null>
2000004779	Partial inpatient neurology, treatment with botulinum toxin	Observation	Inpatient charge	INP charge code	<null>	85000045	1970-01-01	2099-12-31	<null>
2000004780	Partial inpatient phoniatrics	Observation	Inpatient charge	INP charge code	<null>	85000046	1970-01-01	2099-12-31	<null>
2000004781	Day clinic surgery	Observation	Inpatient charge	INP charge code	<null>	85000047	1970-01-01	2099-12-31	<null>
2000004782	Day clinic immunoadsorption	Observation	Inpatient charge	INP charge code	<null>	85000048	1970-01-01	2099-12-31	<null>
2000004783	Partial inpatient ophthalmology: measurement of intraocular pressure: day and night pressure measurement over 24 hrs.	Observation	Inpatient charge	INP charge code	<null>	85000049	1970-01-01	2099-12-31	<null>
2000004784	Day clinic injections of botulinum toxin under sedation	Observation	Inpatient charge	INP charge code	<null>	85000050	1970-01-01	2099-12-31	<null>
2000004785	Day clinic injections of botulinum toxin under anesthesia	Observation	Inpatient charge	INP charge code	<null>	85000051	1970-01-01	2099-12-31	<null>
2000004786	Day clinic facet coagulation	Observation	Inpatient charge	INP charge code	<null>	85000052	1970-01-01	2099-12-31	<null>
2000004787	Partial inpatient individual or group training of children and adolescents with diabetes for one day (type I)	Observation	Inpatient charge	INP charge code	<null>	85000053	1970-01-01	2099-12-31	<null>
2000004788	Day clinic and therapy center for eating disorders (TCE), youth concept	Observation	Inpatient charge	INP charge code	<null>	85000054	1970-01-01	2099-12-31	<null>
2000004789	Partial inpatient tinnitus/vertigo intensive therapy	Observation	Inpatient charge	INP charge code	<null>	85000055	1970-01-01	2099-12-31	<null>
2000004790	Day clinic interdisciplinary multimodal pain therapy	Observation	Inpatient charge	INP charge code	<null>	85000056	1970-01-01	2099-12-31	<null>
2000004791	Partial tumor therapy intravenously	Observation	Inpatient charge	INP charge code	<null>	85000057	1970-01-01	2099-12-31	<null>
2000004792	Partial inpatient outpatient flat rate cardiac assist system	Observation	Inpatient charge	INP charge code	<null>	85000058	1970-01-01	2099-12-31	<null>
2000004793	Day clinic pediatric oncology	Observation	Inpatient charge	INP charge code	<null>	85000059	1970-01-01	2099-12-31	<null>
2000004794	Partial inpatient radiation oncology with hyperthermia of the chest wall, OPS 8-600.0	Observation	Inpatient charge	INP charge code	<null>	85000060	1970-01-01	2099-12-31	<null>
2000004795	Partial inpatient pediatrics and pediatric urology	Observation	Inpatient charge	INP charge code	<null>	85000061	1970-01-01	2099-12-31	<null>
2000004796	Day clinic geriatics	Observation	Inpatient charge	INP charge code	<null>	85000062	1970-01-01	2099-12-31	<null>
2000004798	Day clinic pediatric nephrology	Observation	Inpatient charge	INP charge code	<null>	85000064	1970-01-01	2099-12-31	<null>
2000004799	Day clinic nuclear medicine	Observation	Inpatient charge	INP charge code	<null>	85000065	1970-01-01	2099-12-31	<null>
2000004800	Day clinic pneumology	Observation	Inpatient charge	INP charge code	<null>	85000066	1970-01-01	2099-12-31	<null>
2000004801	Day clinic gynecology	Observation	Inpatient charge	INP charge code	<null>	85000067	1970-01-01	2099-12-31	<null>
2000004802	Day clinic for pediatrics and pediatric psychosomatics/psychotherapy special facilities day-based (full inpatient)	Observation	Inpatient charge	INP charge code	<null>	85000068	1970-01-01	2099-12-31	<null>
2000004803	Day clinic rheumatology 	Observation	Inpatient charge	INP charge code	<null>	85000069	1970-01-01	2099-12-31	<null>
2000004804	Partial inpatient day clinic ENT, adults, cochlear aftercare	Observation	Inpatient charge	INP charge code	<null>	85000070	1970-01-01	2099-12-31	<null>
2000004805	Partial inpatient day clinic ENT, children, cochlear aftercare	Observation	Inpatient charge	INP charge code	<null>	85000071	1970-01-01	2099-12-31	<null>
2000004806	Partial inpatient day clinic nursing charge, medical follow-up care for cardiac assistance systems	Observation	Inpatient charge	INP charge code	<null>	85000072	1970-01-01	2099-12-31	<null>
2000004807	Partial inpatient day clinic cell apheresis, OPS 8-823	Observation	Inpatient charge	INP charge code	<null>	85000073	1970-01-01	2099-12-31	<null>
2000004808	Partial inpatient day clinic cell apheresis, OPS 8-825.0	Observation	Inpatient charge	INP charge code	<null>	85000074	1970-01-01	2099-12-31	<null>
2000004809	Partial inpatient day clinic cell apheresis, OPS 8-825.1	Observation	Inpatient charge	INP charge code	<null>	85000075	1970-01-01	2099-12-31	<null>
2000004810	Partial inpatient day clinic immunoglobulin therapy (1 to 2 billing days)	Observation	Inpatient charge	INP charge code	<null>	85000076	1970-01-01	2099-12-31	<null>
2000004811	Partial inpatient day clinic immunoglobulin therapy (3 to 5 billing days)	Observation	Inpatient charge	INP charge code	<null>	85000077	1970-01-01	2099-12-31	<null>
2000004812	Partial inpatient day clinic internal medicine/gastroenterology	Observation	Inpatient charge	INP charge code	<null>	85000078	1970-01-01	2099-12-31	<null>
2000004813	Partial inpatient day clinic imaging procedures	Observation	Inpatient charge	INP charge code	<null>	85000079	1970-01-01	2099-12-31	<null>
2000004814	Severe burned patients (for admissions in 2003)	Observation	Inpatient charge	INP charge code	<null>	85000080	1970-01-01	2099-12-31	<null>
2000004815	Severe burned patients further treatment (for admissions in 2003)	Observation	Inpatient charge	INP charge code	<null>	85000081	1970-01-01	2099-12-31	<null>
2000004816	Day clinic orthopedic pain clinic	Observation	Inpatient charge	INP charge code	<null>	85000082	1970-01-01	2099-12-31	<null>
2000004817	Partial inpatient tinnitus treatment	Observation	Inpatient charge	INP charge code	<null>	85000083	1970-01-01	2099-12-31	<null>
2000004818	Day clinic pulmonary medicine	Observation	Inpatient charge	INP charge code	<null>	85000084	1970-01-01	2099-12-31	<null>
2000004819	Day clinic epileptology	Observation	Inpatient charge	INP charge code	<null>	85000085	1970-01-01	2099-12-31	<null>
2000004820	Day clinic endoscopic surgery	Observation	Inpatient charge	INP charge code	<null>	85000086	1970-01-01	2099-12-31	<null>
2000004821	Partial inpatient dialysis	Observation	Inpatient charge	INP charge code	<null>	85000087	1970-01-01	2099-12-31	<null>
2000004822	Day clinic women's hospital oncology	Observation	Inpatient charge	INP charge code	<null>	85000088	1970-01-01	2099-12-31	<null>
2000004823	Partial inpatient internal medicine - focus on oncology	Observation	Inpatient charge	INP charge code	<null>	85000089	1970-01-01	2099-12-31	<null>
2000004824	Day clinic internal medicine - focus on diabetes	Observation	Inpatient charge	INP charge code	<null>	85000090	1970-01-01	2099-12-31	<null>
2000004825	Day clinic gastroenterology 	Observation	Inpatient charge	INP charge code	<null>	85000091	1970-01-01	2099-12-31	<null>
2000004826	Day clinic pediatrics - focus on oncology	Observation	Inpatient charge	INP charge code	<null>	85000092	1970-01-01	2099-12-31	<null>
2000004827	Day clinic urology	Observation	Inpatient charge	INP charge code	<null>	85000093	1970-01-01	2099-12-31	<null>
2000004828	Partial LDL apheresis	Observation	Inpatient charge	INP charge code	<null>	85000094	1970-01-01	2099-12-31	<null>
2000004829	CAPD partial inpatient	Observation	Inpatient charge	INP charge code	<null>	85000095	1970-01-01	2099-12-31	<null>
2000004830	Partial inpatient pediatric surgery	Observation	Inpatient charge	INP charge code	<null>	85000096	1970-01-01	2099-12-31	<null>
2000004831	Day clinic palliative medicine	Observation	Inpatient charge	INP charge code	<null>	85000097	1970-01-01	2099-12-31	<null>
2000004832	Day clinic tumor research 	Observation	Inpatient charge	INP charge code	<null>	85000098	1970-01-01	2099-12-31	<null>
2000004833	Day clinic pulmonology (sleep laboratory)	Observation	Inpatient charge	INP charge code	<null>	85000099	1970-01-01	2099-12-31	<null>
2000004834	Partial inpatient pediatric hematology and oncology	Observation	Inpatient charge	INP charge code	<null>	85000100	1970-01-01	2099-12-31	<null>
2000004835	Partial inpatient ophthalmology	Observation	Inpatient charge	INP charge code	<null>	85000101	1970-01-01	2099-12-31	<null>
2000004836	Partial inpatient peritoneal dialysis: intermittent, machine-assisted (IPD)	Observation	Inpatient charge	INP charge code	<null>	85000102	1970-01-01	2099-12-31	<null>
2000004837	Partial inpatient continence flat rate	Observation	Inpatient charge	INP charge code	<null>	85000103	1970-01-01	2099-12-31	<null>
2000004838	Partial inpatient center for vascular diseases and chronic problem wounds	Observation	Inpatient charge	INP charge code	<null>	85000104	1970-01-01	2099-12-31	<null>
2000004839	Day clinic physical medicine	Observation	Inpatient charge	INP charge code	<null>	85000105	1970-01-01	2099-12-31	<null>
2000004840	Partial inpatient internal medicine	Observation	Inpatient charge	INP charge code	<null>	85000106	1970-01-01	2099-12-31	<null>
2000004841	Day clinic internal medicine, focus on geriatrics	Observation	Inpatient charge	INP charge code	<null>	85000107	1970-01-01	2099-12-31	<null>
2000004842	Fee for partial inpatient diabetic training	Observation	Inpatient charge	INP charge code	<null>	85000108	1970-01-01	2099-12-31	<null>
2000004843	Day clinic hematology	Observation	Inpatient charge	INP charge code	<null>	85000109	1970-01-01	2099-12-31	<null>
2000004844	Day clinic HIV	Observation	Inpatient charge	INP charge code	<null>	85000110	1970-01-01	2099-12-31	<null>
2000004845	Neurosurgical day clinic (attending physician)	Observation	Inpatient charge	INP charge code	<null>	85000111	1970-01-01	2099-12-31	<null>
2000004846	Day clinic oncology (adults)	Observation	Inpatient charge	INP charge code	<null>	85000112	1970-01-01	2099-12-31	<null>
2000004847	Day clinic radiation medicine	Observation	Inpatient charge	INP charge code	<null>	85000113	1970-01-01	2099-12-31	<null>
2000004848	Day clinic dentistry, oral and maxillofacial surgery	Observation	Inpatient charge	INP charge code	<null>	85000114	1970-01-01	2099-12-31	<null>
2000004849	Partial inpatient treatment of oncological patients, children	Observation	Inpatient charge	INP charge code	<null>	85000115	1970-01-01	2099-12-31	<null>
2000004850	Day clinic diabetology/endocrinology	Observation	Inpatient charge	INP charge code	<null>	85000116	1970-01-01	2099-12-31	<null>
2000004851	Day clinic ENT	Observation	Inpatient charge	INP charge code	<null>	85000117	1970-01-01	2099-12-31	<null>
2000004852	Day clinic dentistry, oral and maxillofacial surgery	Observation	Inpatient charge	INP charge code	<null>	85000118	1970-01-01	2099-12-31	<null>
2000004853	Day clinic cardiology	Observation	Inpatient charge	INP charge code	<null>	85000119	1970-01-01	2099-12-31	<null>
2000004854	Day clinic vascular surgery	Observation	Inpatient charge	INP charge code	<null>	85000120	1970-01-01	2099-12-31	<null>
2000004855	Day clinic oncology/chemotherapy	Observation	Inpatient charge	INP charge code	<null>	85000121	1970-01-01	2099-12-31	<null>
2000004856	Day clinic heart surgery	Observation	Inpatient charge	INP charge code	<null>	85000122	1970-01-01	2099-12-31	<null>
2000004857	Day clinic Schwerts craniocerebral injured patients	Observation	Inpatient charge	INP charge code	<null>	85000123	1970-01-01	2099-12-31	<null>
2000004858	Partial inpatient ESWL	Observation	Inpatient charge	INP charge code	<null>	85000124	1970-01-01	2099-12-31	<null>
2000004859	Partial inpatient treatment with imaging diagnostics (only for OPS 3-200, 3-201, 3-202, 3-206, 3-207, 3-208, 3-20x, 3-220, 3-221, 3-222, 3-225, 3-226, 3-228, 3-22x, 3-800, 3-801, 3-803, 3-804, 3-805, 3-808, 3-809, 3-80x, 3-820, 3-821, 3-822, 3-824, 3-825, 3-828, 3-82a, 3-82x, 3-601, 3-602, 3-603, 3-604, 3-605, 3-606, 3-607, 3-60x)	Observation	Inpatient charge	INP charge code	<null>	85000125	1970-01-01	2099-12-31	<null>
2000004860	Day clinic nephrology	Observation	Inpatient charge	INP charge code	<null>	85000126	1970-01-01	2099-12-31	<null>
2000004861	Partial inpatient service staging complex treatment	Observation	Inpatient charge	INP charge code	<null>	85000127	1970-01-01	2099-12-31	<null>
2000004862	Partial inpatient service cacuum biopsy	Observation	Inpatient charge	INP charge code	<null>	85000128	1970-01-01	2099-12-31	<null>
2000004863	Partial inpatient TCE PED/ERW	Observation	Inpatient charge	INP charge code	<null>	85000129	1970-01-01	2099-12-31	<null>
2000004864	Partial inpatient stem cell collection from the autologous donor	Observation	Inpatient charge	INP charge code	<null>	85000130	1970-01-01	2099-12-31	<null>
2000004865	Partial inpatient internal medicine, transfusion medicine	Observation	Inpatient charge	INP charge code	<null>	85000131	1970-01-01	2099-12-31	<null>
2000004866	Partial regional deep hyperthermia	Observation	Inpatient charge	INP charge code	<null>	85000132	1970-01-01	2099-12-31	<null>
2000004867	Partial inpatient skin day clinic - oncology	Observation	Inpatient charge	INP charge code	<null>	85000133	1970-01-01	2099-12-31	<null>
2000004868	Partial inpatient ENT main department	Observation	Inpatient charge	INP charge code	<null>	85000134	1970-01-01	2099-12-31	<null>
2000004869	Partial inpatient sleep laboratory, diagnostic night	Observation	Inpatient charge	INP charge code	<null>	85000135	1970-01-01	2099-12-31	<null>
2000004870	Partial inpatient sleep laboratory, therapeutic night	Observation	Inpatient charge	INP charge code	<null>	85000136	1970-01-01	2099-12-31	<null>
2000004871	Rheumatism day clinic in connection with ZE25.10	Observation	Inpatient charge	INP charge code	<null>	85000137	1970-01-01	2099-12-31	<null>
2000004872	Day clinic radiation medicine, brachytherapy	Observation	Inpatient charge	INP charge code	<null>	85000138	1970-01-01	2099-12-31	<null>
2000004873	Partial inpatient chemotherapy, children	Observation	Inpatient charge	INP charge code	<null>	85000139	1970-01-01	2099-12-31	<null>
2000004874	Partial inpatient HIV day clinic, adults	Observation	Inpatient charge	INP charge code	<null>	85000140	1970-01-01	2099-12-31	<null>
2000004875	Partial inpatient HIV day clinic, children	Observation	Inpatient charge	INP charge code	<null>	85000141	1970-01-01	2099-12-31	<null>
2000004876	Partial inpatient day clinic metabolic diseases	Observation	Inpatient charge	INP charge code	<null>	85000142	1970-01-01	2099-12-31	<null>
2000004877	Day clinic pediatrics	Observation	Inpatient charge	INP charge code	<null>	85000143	1970-01-01	2099-12-31	<null>
2000004878	Day clinic neuropediatrics (DBZ)	Observation	Inpatient charge	INP charge code	<null>	85000144	1970-01-01	2099-12-31	<null>
2000004879	Day clinic for proton therapy for eye tumors	Observation	Inpatient charge	INP charge code	<null>	85000145	1970-01-01	2099-12-31	<null>
