concept_id	concept_name	domain_id	vocabulary_id	concept_class_id	standard_concept	concept_code	valid_start_date	valid_end_date	invalid_reason
2000000845	Dysfunctions due to muscle tone disorders, e.g. spasticity, also with sequelae such as contractures, centrally induced muscle hypotonia	Condition	HMK	HMK code		ZN2b	2004-07-01	2020-12-31	D
2000000846	Central coordination disorders and disorders of gross and fine motor skills, such as dystonia, choreatic-athetotic disorders, ataxic disorders	Condition	HMK	HMK code		ZN2c	2004-07-01	2020-12-31	D
2000000847	Peripheral nerve lesions	Condition	HMK	HMK Hierarchy		PN	2004-07-01	2020-12-31	U
2000000848	Peripheral nerve lesions/muscle diseases	Condition	HMK	HMK Hierarchy		PN	2021-01-01	2099-12-31	
2000000849	Complete/incomplete motor paresis of the extremities	Condition	HMK	HMK code		PNa	2004-07-01	2020-12-31	U
2000000850	Damage/disorder of the movement function	Condition	HMK	HMK code		PNa	2021-01-01	2099-12-31	
2000000851	Functional disorders due to muscle tone disorders, also with sequelae such as contractures, muscle hypotonia	Condition	HMK	HMK code		PNb	2004-07-01	2020-12-31	U
2000000852	Damage/disorder of the muscle function	Condition	HMK	HMK code		PNb	2021-01-01	2099-12-31	
2000000853	Coordination disorders and disorders of gross and fine motor skills	Condition	HMK	HMK code		PNc	2004-07-01	2020-12-31	D
2000000854	Respiratory disorders with prognostic short-term need for treatment	Condition	HMK	HMK Hierarchy		AT1	2004-07-01	2020-12-31	D
2000000855	Shortness of breath, also occurring in attacks	Condition	HMK	HMK code		AT1a	2004-07-01	2020-12-31	D
2000000856	Sputum	Condition	HMK	HMK code		AT1b	2004-07-01	2020-12-31	D
2000000857	Cough	Condition	HMK	HMK code		AT1c	2004-07-01	2020-12-31	D
2000000858	Respiratory disorders with prognostic long-term need for treatment	Condition	HMK	HMK Hierarchy		AT2	2004-07-01	2020-12-31	D
2000000859	Shortness of breath, also occurring in attacks	Condition	HMK	HMK code		AT2a	2004-07-01	2020-12-31	D
2000000860	Sputum	Condition	HMK	HMK code		AT2b	2004-07-01	2020-12-31	D
2000000861	Cough	Condition	HMK	HMK code		AT2c	2004-07-01	2020-12-31	D
2000000862	Respiratory disorders associated with cystic fibrosis	Condition	HMK	HMK Hierarchy		AT3	2004-07-01	2020-12-31	D
2000000863	Shortness of breath, also occurring in attacks	Condition	HMK	HMK code		AT3a	2004-07-01	2020-12-31	D
2000000864	Sputum	Condition	HMK	HMK code		AT3b	2004-07-01	2020-12-31	D
2000000865	Cough	Condition	HMK	HMK code		AT3c	2004-07-01	2020-12-31	D
2000000866	Arterial vascular disease (in conservative treatment, after interventional/surgical treatment)	Condition	HMK	HMK Hierarchy		GE	2004-07-01	2099-12-31	
2000000867	Stress pain of the extremities (e.g. intermittent claudication), dysfunction due to muscle imbalance, insufficiency, shortening	Condition	HMK	HMK code		GEa	2004-07-01	2020-12-31	U
2000000868	Pain of the extremities	Condition	HMK	HMK code		GEa	2021-01-01	2099-12-31	
2000000869	Damage/disorder of the muscle function	Condition	HMK	HMK code		Geb	2021-01-01	2099-12-31	
2000000870	Lymphatic drainage disorders with prognostic short-term need for treatment	Condition	HMK	HMK Hierarchy		LY1	2004-07-01	2020-12-31	D
2000000871	Painless or painful, temporary or transient lymphatic/lymphostatic swelling	Condition	HMK	HMK code		LY1a	2004-07-01	2020-12-31	D
2000000872	Pain, functional, stress disorders due to local swelling (e.g. edema, hematoma)	Condition	HMK	HMK code		LY1b	2004-07-01	2020-12-31	D
2000000873	Lymphatic drainage disorders with prognostic long-term need for treatment	Condition	HMK	HMK Hierarchy		LY2	2004-07-01	2020-12-31	D
2000000874	Chronic painless or painful prolonged or permanent manifest lymphedema with secondary damage to skin and subcutaneous tissue (also with movement restrictions, stasis dermatoses)	Condition	HMK	HMK code		LY2a	2004-07-01	2020-12-31	D
2000000875	Chronic lymphatic drainage disorders in malignant diseases	Condition	HMK	HMK Hierarchy		LY3	2004-07-01	2020-12-31	D
2000000876	Chronic painless or painful prolonged or permanent manifest lymphedema with secondary damage to skin and subcutaneous tissue (also with movement restrictions, stasis dermatoses)	Condition	HMK	HMK code		LY3a	2004-07-01	2020-12-31	D
2000000877	Disorder of the colon function	Condition	HMK	HMK Hierarchy		SO1	2004-07-01	2099-12-31	
2000000878	Temporary or permanent chronic damage of intestinal function with pain, diarrhea, constipation or flatulence	Condition	HMK	HMK code		SO1a	2004-07-01	2020-12-31	U
2000000879	Damage/disorder of the defecation function	Condition	HMK	HMK code		SO1a	2021-01-01	2099-12-31	
2000000880	Pains	Condition	HMK	HMK code		SO1b	2021-01-01	2099-12-31	
2000000881	Excretory disorders (fecal incontinence, urinary incontinence)	Condition	HMK	HMK Hierarchy		SO2	2004-07-01	2099-12-31	
2000000882	Motor, functional disorders of the sphincter or pelvic floor musculature	Condition	HMK	HMK code		SO2a	2004-07-01	2020-12-31	U
2000000883	Damage/disorder of fecal incontinence	Condition	HMK	HMK code		SO2a	2021-01-01	2099-12-31	
2000000884	Damage/disorder of urinary incontinence	Condition	HMK	HMK code		SO2b	2021-01-01	2099-12-31	
2000000885	Vertigo of different genesis and etiology	Condition	HMK	HMK Hierarchy		SO3	2004-07-01	2099-12-31	
2000000886	Unsteadiness of gait and stance, insecurity, anxiety	Condition	HMK	HMK code		SO3a	2004-07-01	2020-12-31	U
2000000887	Damage/disorder of vestibular function	Condition	HMK	HMK code		SO3a	2021-01-01	2099-12-31	
2000000888	Dizziness, tendency to fall	Condition	HMK	HMK code		SO3b	2021-01-01	2099-12-31	
2000000889	Peripheral trophic disorders of diseases	Condition	HMK	HMK Hierarchy		SO4	2004-07-01	2020-12-31	U
2000000890	Secondary peripheral trophic disorders of diseases	Condition	HMK	HMK Hierarchy		SO4	2021-01-01	2099-12-31	
2000000891	Trophic disturbances, local circulatory and regulatory disturbances	Condition	HMK	HMK code		SO4a	2004-07-01	2020-12-31	U
2000000892	Damage/disorder of blood vessel function	Condition	HMK	HMK code		SO4a	2021-01-01	2099-12-31	
2000000893	Damage of the sympathetic nervous system	Condition	HMK	HMK code		SO4b	2021-01-01	2099-12-31	
2000000894	Prostatitis/adnexitis	Condition	HMK	HMK Hierarchy		SO5	2004-07-01	2020-12-31	U
2000000895	Chronic adnexitis/chronic prostatitis	Condition	HMK	HMK Hierarchy		SO5	2021-01-01	2099-12-31	
2000000896	Pains with swelling and inflammation	Condition	HMK	HMK code		SO5a	2004-07-01	2020-12-31	U
2000000897	Pains	Condition	HMK	HMK code		SO5a	2021-01-01	2099-12-31	
2000000898	Diabetic foot syndrome	Condition	HMK	HMK Hierarchy		DF	2004-07-01	2099-12-31	
2000000899	Hyperkeratosis (painless and painful)	Condition	HMK	HMK code		DFa	2004-07-01	2099-12-31	
2000000900	Pathological nail growth (thickening, tendency to ingrowth)	Condition	HMK	HMK code		DFb	2004-07-01	2099-12-31	
2000000901	Simultaneous damage of a and b	Condition	HMK	HMK code		DFc	2004-07-01	2020-12-31	U
2000000902	Hyperkeratosis and pathological nail growth	Condition	HMK	HMK code		DFc	2021-01-01	2099-12-31	
2000000903	Organically caused diseases of the voice	Condition	HMK	HMK Hierarchy		ST1	2004-07-01	2099-12-31	
2000000904	Damage of the voice with limited vocal resilience	Condition	HMK	HMK code		ST1a	2021-01-01	2099-12-31	
2000000905	Damage of the voice with hoarseness, impairment of the voice tone	Condition	HMK	HMK code		ST1b	2021-01-01	2099-12-31	
2000000906	Damage of the voice with disturbed phonation breathing	Condition	HMK	HMK code		ST1c	2021-01-01	2099-12-31	
2000000907	Functional diseases of the voice	Condition	HMK	HMK Hierarchy		ST2	2004-07-01	2099-12-31	
2000000908	Damage of the voice with limited vocal resilience	Condition	HMK	HMK code		ST2a	2021-01-01	2099-12-31	
2000000909	Damage of the voice with hoarseness, impairment of the voice tone	Condition	HMK	HMK code		ST2b	2021-01-01	2099-12-31	
2000000910	Damage of the voice with disturbed phonation breathing	Condition	HMK	HMK code		ST2c	2021-01-01	2099-12-31	
2000000911	Psychogenic diseases of the voice - aphonia	Condition	HMK	HMK Hierarchy		ST3	2004-07-01	2020-12-31	U
2000000912	Psychogenic aphonia	Condition	HMK	HMK Hierarchy		ST3	2021-01-01	2099-12-31	
2000000913	Sudden onset of voicelessness with tonal coughing/clearing of throat	Condition	HMK	HMK code		ST3a	2021-01-01	2099-12-31	
2000000914	Psychogenic diseases of the voice - dysphonia	Condition	HMK	HMK Hierarchy		ST4	2004-07-01	2020-12-31	U
2000000915	Psychogenic dysphonia	Condition	HMK	HMK Hierarchy		ST4	2021-01-01	2099-12-31	
2000000916	Damage of the voice with slowly progressive hoarseness with tonal coughing/clearing of throat	Condition	HMK	HMK code		ST4a	2021-01-01	2099-12-31	
2000000917	Disorders of speech before the completion of speech development	Condition	HMK	HMK Hierarchy		SP1	2004-07-01	2099-12-31	
2000000918	Damage of cognitive-linguistic functions	Condition	HMK	HMK code		SP1a	2021-01-01	2099-12-31	
2000000919	Damage of the speech functions	Condition	HMK	HMK code		SP1b	2021-01-01	2099-12-31	
2000000920	Damage of the hearing functions	Condition	HMK	HMK code		SP1c	2021-01-01	2099-12-31	
2000000921	Auditory perception disorders	Condition	HMK	HMK Hierarchy		SP2	2004-07-01	2099-12-31	
2000000922	Disorders of the central auditory functions in the form of non-age-appropriate speech comprehension in background noise	Condition	HMK	HMK code		SP2a	2021-01-01	2099-12-31	
2000000923	Disorders of the central auditory functions in the form of non-age-appropriate speech sound discrimination/phonological awareness	Condition	HMK	HMK code		SP2b	2021-01-01	2099-12-31	
2000000924	Disorders of articulation, dyslalia	Condition	HMK	HMK Hierarchy		SP3	2004-07-01	2099-12-31	
2000000925	Damage of the speech function with disorder of the age-appropriate pronunciation of single/multiple speech sounds	Condition	HMK	HMK code		SP3a	2021-01-01	2099-12-31	
2000000926	Damage of the speech function with disorder of the age-appropriate oral motor function/sensory function	Condition	HMK	HMK code		SP3b	2021-01-01	2099-12-31	
2000000927	Damage of the speech differentiation	Condition	HMK	HMK code		SP3c	2021-01-01	2099-12-31	
2000000928	Speech disorders in profound hearing loss or deafness	Condition	HMK	HMK Hierarchy		SP4	2004-07-01	2020-12-31	U
2000000929	Speech/language disorders in profound hearing loss or deafness	Condition	HMK	HMK Hierarchy		SP4	2021-01-01	2099-12-31	
2000000930	Damage to the speech and language function with impaired/absent spoken communication	Condition	HMK	HMK code		SP4a	2021-01-01	2099-12-31	
2000000931	Disorders of the speech after completion of the speech development - aphasias, dyphasias	Condition	HMK	HMK Hierarchy		SP5	2004-07-01	2099-12-31	
2000000932	Damage of the cognitive-linguistic functions	Condition	HMK	HMK code		SP5a	2021-01-01	2099-12-31	
2000000933	Damage of the speech function with disturbance of the articulation	Condition	HMK	HMK code		SP5b	2021-01-01	2099-12-31	
2000000934	Damage of the speech function with disturbance of the speech flow and the speech tempo	Condition	HMK	HMK code		SP5c	2021-01-01	2099-12-31	
2000000935	Speech motor disorders - dysarthria, dysarthrophonia, apraxia of speech	Condition	HMK	HMK Hierarchy		SP6	2004-07-01	2099-12-31	
2000000936	Damage of the speech function with disturbance of the articulation	Condition	HMK	HMK code		SP6a	2021-01-01	2099-12-31	
2000000937	Damage of the speech function with disturbance of the speech flow and the speech tempo	Condition	HMK	HMK code		SP6b	2021-01-01	2099-12-31	
2000000938	Damage of the voice function	Condition	HMK	HMK code		SP6c	2021-01-01	2099-12-31	
2000000939	Speech flow disorders - stuttering	Condition	HMK	HMK Hierarchy		RE1	2004-07-01	2099-12-31	
2000000940	Disorders of the flow of speech in the form of involuntary repetition of sounds and syllables, elongations and blockings	Condition	HMK	HMK code		RE1a	2021-01-01	2099-12-31	
2000000941	Disorders of the flow of speech with pronounced accompanying symptoms	Condition	HMK	HMK code		RE1b	2021-01-01	2099-12-31	
2000000942	Disorders of the flow of speech - poluttering	Condition	HMK	HMK Hierarchy		RE2	2004-07-01	2099-12-31	
2000000943	Disturbances of the flow of speech with rushed speech/unclear pronunciation	Condition	HMK	HMK code		RE2a	2021-01-01	2099-12-31	
2000000944	Disorders of the flow of speech with fluctuations in the tempo of speech	Condition	HMK	HMK code		RE2b	2021-01-01	2099-12-31	
2000000945	Disorders of the flow of speech with pronounced disturbance consciousness, avoidance behavior	Condition	HMK	HMK code		RE2c	2021-01-01	2099-12-31	
2000000946	Disorders of the voice and speech function - rhinophonia	Condition	HMK	HMK Hierarchy		SF	2004-07-01	2099-12-31	
2000000947	Damage of the voice sound	Condition	HMK	HMK code		SFa	2021-01-01	2099-12-31	
2000000948	Damage of the speech function with disorder of articulation	Condition	HMK	HMK code		SFb	2021-01-01	2099-12-31	
2000000949	Damage of the speech function as a result of hyperfunction of the laryngeal/tongue musculature	Condition	HMK	HMK code		SFc	2021-01-01	2099-12-31	
2000000950	Pathological disorders of the act of swallowing - dysphagia (swallowing disorder, unless it is not primarily an indication for surgery)	Condition	HMK	HMK Hierarchy		SC1	2004-07-01	2020-12-31	D
2000000951	Damage in the head and neck area	Condition	HMK	HMK Hierarchy		SC2	2004-07-01	2020-12-31	D
2000000952	Spinal diseases	Condition	HMK	HMK Hierarchy		SB1	2004-07-01	2020-12-31	U
2000000953	Disorders of the spine, joints and extremities (with motor-functional damage)	Condition	HMK	HMK Hierarchy		SB1	2021-01-01	2099-12-31	
2000000954	Damage of the spine and joint function	Condition	HMK	HMK code		SB1a	2021-01-01	2099-12-31	
2000000955	Damage of the muscle function	Condition	HMK	HMK code		SB1b	2021-01-01	2099-12-31	
2000000956	Disorders after: traumatic injury, surgeries, burns, chemical burns - mainly in the area of the shoulder, arm, hand	Condition	HMK	HMK Hierarchy		SB2	2004-07-01	2020-12-31	U
2000000957	Diseases of the spine, joints and extremities (with motor-functional and sensorimotor-perceptive damage)	Condition	HMK	HMK Hierarchy		SB2	2021-01-01	2099-12-31	
2000000958	Damage of the spine and joint function	Condition	HMK	HMK code		SB2a	2021-01-01	2099-12-31	
2000000959	Damage of the muscle function	Condition	HMK	HMK code		SB2b	2021-01-01	2099-12-31	
2000000960	Damage of the sensory and locomotor functions	Condition	HMK	HMK code		SB2c	2021-01-01	2099-12-31	
2000000961	Amputations after completion of wound healing, congenital malformations - mainly arm/hand region	Condition	HMK	HMK Hierarchy		SB3	2004-07-01	2020-12-31	U
2000000962	Systemic and autoimmune diseases with connective tissue, muscle and vascular involvement (with motor-functional/sensorimotor-perceptive damage)	Condition	HMK	HMK Hierarchy		SB3	2021-01-01	2099-12-31	
2000000963	Damage of the joint function	Condition	HMK	HMK code		SB3a	2021-01-01	2099-12-31	
2000000964	Damage of the muscle function	Condition	HMK	HMK code		SB3b	2021-01-01	2099-12-31	
2000000965	Damage of the sensory and locomotor functions	Condition	HMK	HMK code		SB3c	2021-01-01	2099-12-31	
2000000966	Joint diseases mainly shoulder/elbow/hand with prognostic short-term need for treatment	Condition	HMK	HMK Hierarchy		SB4	2004-07-01	2020-12-31	D
2000000967	Joint diseases/disorders of joint function with prognostic long-term need for treatment	Condition	HMK	HMK Hierarchy		SB5	2004-07-01	2020-12-31	D
2000000968	Sympathetic reflex dystrophy, Sudeck's syndrome, CRPS (chronic regional pain syndrome)	Condition	HMK	HMK Hierarchy		SB6	2004-07-01	2020-12-31	D
2000000969	Diseases with vascular, muscular and connective tissue involvement, especially systemic diseases	Condition	HMK	HMK Hierarchy		SB7	2004-07-01	2020-12-31	D
2000000970	CNS diseases and/or developmental disorders until the age of 18	Condition	HMK	HMK Hierarchy		EN1	2004-07-01	2020-12-31	U
2000000971	CNS diseases (brain) - developmental disorders	Condition	HMK	HMK Hierarchy		EN1	2021-01-01	2099-12-31	
2000000972	Damage of the movement functions	Condition	HMK	HMK code		EN1a	2021-01-01	2099-12-31	
2000000973	Damage of the sensory functions	Condition	HMK	HMK code		EN1b	2021-01-01	2099-12-31	
2000000974	Damage of the mental functions	Condition	HMK	HMK code		EN1c	2021-01-01	2099-12-31	
2000000975	CNS diseases after the age of 18	Condition	HMK	HMK Hierarchy		EN2	2004-07-01	2020-12-31	U
2000000976	CNS diseases (spinal cord)/neuromuscular diseases	Condition	HMK	HMK Hierarchy		EN2	2021-01-01	2099-12-31	
2000000977	Damage of the movement functions	Condition	HMK	HMK code		EN2a	2021-01-01	2099-12-31	
2000000978	Damage of the sensory functions	Condition	HMK	HMK code		EN2b	2021-01-01	2099-12-31	
2000000979	Damage of the mental functions	Condition	HMK	HMK code		EN2c	2021-01-01	2099-12-31	
2000000980	Spinal cord diseases	Condition	HMK	HMK Hierarchy		EN3	2004-07-01	2020-12-31	U
2000000981	Peripheral nerve lesions/muscle diseases	Condition	HMK	HMK Hierarchy		EN3	2021-01-01	2099-12-31	
2000000982	Damage of the movement functions	Condition	HMK	HMK code		EN3a	2021-01-01	2099-12-31	
2000000983	Damage of the sensory functions	Condition	HMK	HMK code		EN3b	2021-01-01	2099-12-31	
2000000984	Peripheral nerve lesions	Condition	HMK	HMK Hierarchy		EN4	2004-07-01	2020-12-31	D
2000000985	Developmental, behavioral, and emotional disorders with onset in childhood and adolescence	Condition	HMK	HMK Hierarchy		PS1	2004-07-01	2099-12-31	
2000000986	Damage of the global mental functions	Condition	HMK	HMK code		PS1a	2021-01-01	2099-12-31	
2000000987	Damage of the specific mental functions	Condition	HMK	HMK code		PS1b	2021-01-01	2099-12-31	
2000000988	Neurotic, stress, and somatoform disorders, behavioral problems with physical disorders or factors, personality and conduct disorders	Condition	HMK	HMK Hierarchy		PS2	2004-07-01	2020-12-31	U
2000000989	Neurotic, stress, somatoform and personality disorders	Condition	HMK	HMK Hierarchy		PS2	2021-01-01	2099-12-31	
2000000990	Damage of the global mental functions	Condition	HMK	HMK code		PS2a	2021-01-01	2099-12-31	
2000000991	Damage of the specific mental functions	Condition	HMK	HMK code		PS2b	2021-01-01	2099-12-31	
2000000992	Schizophrenia, schizotypal and delusional disorders, affective disorders	Condition	HMK	HMK Hierarchy		PS3	2004-07-01	2020-12-31	U
2000000993	Delusional and affective disorders/dependency disorders - schizophrenia, schizotypal and delusional disorders, affective disorders, mental and behavioral disorders caused by psychotropic substances	Condition	HMK	HMK Hierarchy		PS3	2021-01-01	2099-12-31	
2000000994	Damage of the global mental functions	Condition	HMK	HMK code		PS3a	2021-01-01	2099-12-31	
2000000995	Damage of the specific mental functions	Condition	HMK	HMK code		PS3b	2021-01-01	2099-12-31	
2000000996	Mental and behavioral disorders caused by psychotropic substances	Condition	HMK	HMK Hierarchy		PS4	2004-07-01	2020-12-31	U
2000000997	Dementia syndromes	Condition	HMK	HMK Hierarchy		PS4	2021-01-01	2099-12-31	
2000000998	Damage of the global mental functions	Condition	HMK	HMK code		PS4a	2021-01-01	2099-12-31	
2000000999	Damage of the specific mental functions	Condition	HMK	HMK code		PS4b	2021-01-01	2099-12-31	
2000001000	Dementia syndromes	Condition	HMK	HMK Hierarchy		PS5	2004-07-01	2020-12-31	D
2000001001	Spinal diseases	Condition	HMK	HMK Hierarchy		WS	2021-01-01	2099-12-31	
2000001002	Damage of the movement segments	Condition	HMK	HMK code		WSa	2021-01-01	2099-12-31	
2000001003	Damage/disorder of the muscle function	Condition	HMK	HMK code		WSb	2021-01-01	2099-12-31	
2000001004	Diseases of the extremities and pelvis	Condition	HMK	HMK Hierarchy		EX	2021-01-01	2099-12-31	
2000001005	Damage/disorder of the joint function	Condition	HMK	HMK code		EXa	2021-01-01	2099-12-31	
2000001006	Damage/disorder of the muscle function	Condition	HMK	HMK code		EXb	2021-01-01	2099-12-31	
2000001007	CNS diseases including spinal cord/neuromuscular diseases	Condition	HMK	HMK Hierarchy		ZN	2020-10-01	2099-12-31	
2000001008	Damage/disorder of the movement and sensory function	Condition	HMK	HMK code		ZNa	2020-10-01	2099-12-31	
2000001009	Damage/disorder of the muscle function	Condition	HMK	HMK code		ZNb	2020-10-01	2099-12-31	
2000001010	Respiratory disorders	Condition	HMK	HMK Hierarchy		AT	2021-01-01	2099-12-31	
2000001011	Damage/disorder of the respiratory function	Condition	HMK	HMK code		ATa	2021-01-01	2099-12-31	
2000001012	Damage of the respiratory musculature (including diaphragm and auxiliary respiratory musculature)	Condition	HMK	HMK code		ATb	2021-01-01	2099-12-31	
2000001013	Lymphatic drainage disorders	Condition	HMK	HMK Hierarchy		LY	2021-01-01	2099-12-31	
2000001014	Damage of lymphatic vessels, lymph nodes, capillaries	Condition	HMK	HMK code		LYa	2021-01-01	2099-12-31	
2000001015	Damage of the skin	Condition	HMK	HMK code		LYb	2021-01-01	2099-12-31	
2000001016	Pains	Condition	HMK	HMK code		LYc	2021-01-01	2099-12-31	
2000001017	Pathological damage of the foot as a result of a sensitive or sensorimotor neuropathy (primary or secondary)	Condition	HMK	HMK Hierarchy		NF	2020-07-01	2099-12-31	
2000001018	Hyperkeratosis (painless and painful)	Condition	HMK	HMK code		NFa	2020-07-01	2099-12-31	
2000001019	Pathological nail growth (thickening, tendency to ingrowth)	Condition	HMK	HMK code		NFb	2020-07-01	2099-12-31	
2000001020	Hyperkeratosis and pathological nail growth	Condition	HMK	HMK code		NFc	2020-07-01	2099-12-31	
2000001021	Pathological damage of the foot as a result of a paraplegic syndrome (complete or incomplete)	Condition	HMK	HMK Hierarchy		QF	2020-07-01	2099-12-31	
2000001022	Hyperkeratosis (painless and painful)	Condition	HMK	HMK code		QFa	2020-07-01	2099-12-31	
2000001023	Pathological nail growth (thickening, tendency to ingrowth)	Condition	HMK	HMK code		QFb	2020-07-01	2099-12-31	
2000001024	Hyperkeratosis and pathological nail growth	Condition	HMK	HMK code		QFc	2020-07-01	2099-12-31	
2000001025	Pathological disorders of the act of swallowing - dysphagia	Condition	HMK	HMK Hierarchy		SC	2021-01-01	2099-12-31	
2000001026	Damage of the act of swallowing in the oral phase	Condition	HMK	HMK code		SCa	2021-01-01	2099-12-31	
